"Case.No.","Bench","Who.filed..Corporate.Debtor...Creditor","Type.of.Creditor...Financial.or.operational","Type.of.Operational.Creditor","Type.of.Financial.Creditor","Amount.of.Debt","Name.of.Corporate.Debtor","Due.Date.for.payment","Date.of.demand.notice","Date.of.receipt.service.of.Demand.Notice","Date.of.filing.in.NCLT","First.date.of.case.listing","Date.of.final.disposal","Admitted.Dismissed","Name.of.Insolvency.Professional","Category.for.reason.for.dismissal","BIFR...Y.N","Appeal...Y.N","Who.appealed.","Outcome.of.appeal"
"CP. No. 594/I&BP/2017","Mumbai Bench","Creditor","Operational Creditor","Vendor",NA,"24272460","Unison Engineering and Construction Private Limited","30.12.2015","Not Available","Not Available","Not Available","Not Available","20.06.2017","Admitted","Delegated to IBBI",NA,"N","Y","Corporate Debtor","Allowed"
"CP. No. 1045/I&BP/NCLT/MB/MAH/2017","Mumbai Bench","Corporate Debtor",NA,NA,NA,"1895300000","Vandhana Udhyog Limited","Not Available",NA,NA,"29.05.2017","16.06.2017","21.06.2017","Admitted","Adesh Kumar Mehta",NA,"Y","N",NA,NA
"CP. No. 1065/I&BP/NCLT/MB/MAH/2017","Mumbai Bench","Creditor","Operational Creditor","Vendor",NA,"3062106","Kinetic Engineering Limited","26.03.2014","03.02.2017","Not Available","Not Available","21.06.2017","21.06.2017","Dismissed",NA,"Other","N","N",NA,NA
"CP. No. 849/I&BP/NCLT/MB/MAH/2017","Mumbai Bench","Creditor","Operational Creditor","Vendor",NA,"550244","Aarti Infra Projects Private Limited","02.11.2016","15.02.2017","18.02.2017","Not Available","15.06.2017","22.06.2017","Dismissed",NA,"Other","N","N",NA,NA
"CP. No. 850/I&BP/NCLT/MB/MAH/2017","Mumbai Bench","Creditor","Operational Creditor","Vendor",NA,"593588","Aarti Infra Projects Private Limited","02.11.2016","15.02.2017","18.02.2017","Not Available","15.06.2017","22.06.2017","Dismissed",NA,"Defective Petition","N","N",NA,NA
"CP. No. 1103/I&BP/NCLT/MB/MAH/2017","Mumbai Bench","Corporate Debtor",NA,NA,NA,"442809128","Leo Duct Engineers and Consultants Limited","Not Available",NA,NA,"12.06.2017","Not Available","22.06.2017","Dismissed",NA,"Other","N","Y","Corporate Debtor","Allowed"
"CP No. 1068/(MAH)/2017","Mumbai Bench","Creditor","Operational Creditor","Not Available",NA,"1250000","Supreme Infrastructure (I) Ltd.","Not Available","Not Available","Not Available","Not Available","Not Available","23.06.2017","Dismissed",NA,"Settlement","N","Y","Creditor","Rejected"
"CP No. 1096/(MAH)/2017","Mumbai Bench","Creditor","Operational Creditor","Vendor",NA,"2034876","JK Surface Coating Pvt Ltd.","Not Available","Not Available","Not Available","Not Available","Not Available","23.06.2017","Dismissed",NA,"Settlement","N","N",NA,NA
"CP No. 1096/(MAH)/2017","Mumbai Bench","Creditor","Operational Creditor","Vendor",NA,"Not Available","Process Construction & Technical Services Pvt. Ltd.","Not Available","Not Available","Not Available","Not Available","Not Available","23.06.2017","Dismissed",NA,"Settlement","N","N",NA,NA
"CP. No. 856/I&BP/NCLT/MB/MAH/2017","Mumbai Bench","Creditor","Financial Creditor",NA,"Corporate Lender","57015749","Rasoya Proteins Limited","21.09.2015",NA,NA,"Not Available","14.06.2017","27.06.2017","Admitted","Rajendra Karanmal Bhuta",NA,"N","N",NA,NA
"CP. No. 1067/I&BP/NCLT/MB/MAH/2017","Mumbai Bench","Creditor","Financial Creditor",NA,"Bank","142326878.8","Prag Distillery (P) Limited","21.06.2016",NA,NA,"Not Available","20.06.2017","27.06.2017","Admitted","Dipti Mehta",NA,"N","N",NA,NA
"CP. No. 1055/I&BP/NCLT/MB/MAH/2017","Mumbai Bench","Corporate Debtor",NA,NA,NA,"4987486614","Roofit Industries Limited","Not Available",NA,NA,"21.05.2017","27.06.2017","28.06.2017","Admitted","Jitendra Kumar Jain",NA,"Y","N",NA,NA
"CP. No. 1076/I&BP/NCLT/MB/MAH/2017","Mumbai Bench","Creditor","Financial Creditor",NA,"Bank","13227784.63","Esskay Motors Private Limited","Not Available",NA,NA,"Not Available","29.06.2017","29.06.2017","Admitted","Rajeev Mannadiar",NA,"N","N",NA,NA
"CP. No. 848/I&BP/NCLT/MB/MAH/2017","Mumbai Bench","Creditor","Operational Creditor","Not Available",NA,"981254","J.J. Fabrics Pvt. Ltd.","Not Available","Not Available","Not Available","Not Available","Not Available","30.06.2017","Dismissed",NA,"Settlement","N","N",NA,NA
"CP No. 1094/(MAH)/2017","Mumbai Bench","Creditor","Not Available","Not Available","Not Available","Not Available","Topworth Urja & Metals Ltd.","Not Available","Not Available","Not Available","Not Available","Not Available","30.06.2017","Dismissed",NA,"Defective Petition","N","N",NA,NA
"CP No. 1109/(MAH)/2017","Mumbai Bench","Creditor","Not Available","Not Available","Not Available","Not Available","Topworth Pipes & Tubes Pvt. Ltd.","Not Available","Not Available","Not Available","Not Available","Not Available","30.06.2017","Dismissed",NA,"Defective Petition","N","N",NA,NA
"CP No. 1108/(MAH)/2017","Mumbai Bench","Creditor","Not Available","Not Available","Not Available","Not Available","Topworth Steel & Power Pvt. Ltd.","Not Available","Not Available","Not Available","Not Available","Not Available","30.06.2017","Dismissed",NA,"Defective Petition","N","N",NA,NA
"111/(MAH)/2017","Mumbai Bench","Creditor","Not Available","Not Available","Not Available","Not Available","Hover Automotive India Pvt. Ltd.","Not Available","Not Available","Not Available","Not Available","Not Available","30.06.2017","Dismissed",NA,"Withdrawn","N","N",NA,NA
"CP. No. 725/I&BP/2017","Mumbai Bench","Creditor","Financial Creditor",NA,"Bank","1115004858","Varun Corporation Limited","Not Available",NA,NA,"Not Available","Not Available","30.06.2017","Admitted","Prakash Karunashankar Pandya",NA,"N","N",NA,NA
"CP. No. 221/I&BP/NCLT/MB/MAH/2017","Mumbai Bench","Creditor","Operational Creditor","Vendor",NA,"2797696","Baramati Agro Limited","Not Available","Not Available","Not Available","Not Available","30.06.2017","30.06.2017","Dismissed",NA,"Time Barred","N","Y","Creditor","Allowed"
"CP. No. 1059/I&BP/NCLT/MB/MAH/2017","Mumbai Bench","Corporate Debtor",NA,NA,NA,"46910028","Schweitzer Systemtek India Private Limited","31.01.2013",NA,NA,"05.06.2017","30.06.2017","03.07.2017","Admitted","Not Available",NA,"N","Y","Corporate Debtor","Rejected"
"CP. No. 727/I&BP/NCLT/MB/MAH/2017","Mumbai Bench","Creditor","Financial Creditor",NA,"Bank","404451660","Paramshakti Steels Limited","26.07.2016",NA,NA,"Not Available","Not Available","03.07.2017","Admitted","Rajendra K Bhuta",NA,"N","N",NA,NA
"CP No. 1127/(MAH)/2017","Mumbai Bench","Creditor","Operational Creditor","Not Available",NA,"Not Available","Ducon Technologies Pvt. Ltd.","Not Available","Not Available","Not Available","Not Available","27.04.2017","03.07.2017","Dismissed",NA,"Other","N","N",NA,NA
"1137/I&BP/2017","Mumbai Bench","Creditor","Financial Creditor",NA,"Bank","17453900000","Jyoti Structures LTd.","20.06.2017",NA,NA,"Not Available","Not Available","04.07.2017","Admitted","Vandana Garg",NA,"N","N",NA,NA
"1123/(MAH)/2017","Mumbai Bench","Creditor","Not Available","Not Available","Not Available","Not Available","Rashtiya Metal Ind. Ltd.","Not Available","Not Available","Not Available","20.06.2017","Not Available","04.07.2017","Dismissed",NA,"Other","N","N",NA,NA
"1142/I&BP/NCLT/MB/MAH/2017","Mumbai Bench","Creditor","Operational Creditor","Vendor",NA,"5496000","DBM Geotechnics & Constructions Pvt. Ltd.","22.05.2016","29.12.2016","Not Available","Not Available","Not Available","05.07.2017","Admitted","Alok Saksena",NA,"N","Y","Corporate Debtor","Withdrawn"
"1135/I&BP/NCLT/(MAH)/2017","Mumbai Bench","Corporate Debtor",NA,NA,NA,"1523640014","Mehadia Sales Trade Corporation Pvt Ltd.","Not Available",NA,NA,"Not Available","Not Available","06.07.2017","Admitted","Charudatta Marathe",NA,"N","N",NA,NA
"1112/I&BP /2017","Mumbai Bench","Creditor","Operational Creditor","Vendor",NA,"701525","Omicron Sensing Pvt. Ltd.","Not Available","23.05.2017","26.05.2017","16.06.2017","Not Available","06.07.2017","Admitted","Referred to IBBI",NA,"N","Y","Corporate Debtor","Allowed"
"1106/MAH/2017","Mumbai Bench","Not Available","Not Available","Not Available","Not Available","Not Available","Hindustan Construction Company Ltd.","Not Available","Not Available","Not Available","Not Available","Not Available","06.07.2017","Dismissed",NA,"Settlement","N","N",NA,NA
"1097/MAH/2017","Mumbai Bench","Creditor","Not Available","Not Available","Not Available","Not Available","Indsur Global Ltd.","Not Available","Not Available","Not Available","Not Available","Not Available","06.07.2017","Dismissed",NA,"Settlement","N","N",NA,NA
"CP. No. 37/I&BP/NCLT/MB/MAH/2017","Mumbai Bench","Creditor","Operational Creditor","Vendor",NA,"8905400","Tattva & Mittal Lifespaces Pvt. Ltd.","Not Available","14.01.2017","Not Available","09.03.2017","17.04.2017","11.07.2017","Dismissed",NA,"Existing Dispute","N","N",NA,NA
"CP No. 1099/(MAH)/2017","Mumbai Bench","Creditor","Not Available","Not Available","Not Available","Not Available","Shree Sukhkarta Developers Pvt. Ltd.","Not Available","Not Available","Not Available","Not Available","Not Available","18.07.2017","Dismissed",NA,"Settlement","N","N",NA,NA
"CP No. 898/(MAH)/2017","Mumbai Bench","Creditor","Not Available","Not Available","Not Available","Not Available","Shah Paper Mills Ltd.","Not Available","Not Available","Not Available","Not Available","Not Available","18.07.2017","Dismissed",NA,"Settlement","N","N",NA,NA
"CP No. 1102/(MAH)/2017","Mumbai Bench","Creditor","Not Available","Not Available","Not Available","Not Available","Fablab Engineering India Pvt.  Ltd.","Not Available","Not Available","Not Available","Not Available","Not Available","18.07.2017","Dismissed",NA,"Settlement","N","N",NA,NA
"1023/I&BP/NCLT/MAH/2017","Mumbai Bench","Creditor","Operational Creditor","Employee",NA,"12289228+18% interest from respective due date","Elektrans Shipping Pvt. Ltd.","Not Available","Not Available","Not Available","Not Available","Not Available","18.07.2017","Dismissed",NA,"Existing Dispute","N","N",NA,NA
"1039/I&BP/2017","Mumbai Bench","Creditor","Financial Creditor",NA,"Bank","15393372304","Monnet Ispat & Energy Ltd.","Multiple",NA,NA,"Not Available","Not Available","18.07.2017","Admitted","Mr. Sumit Binani ",NA,"N","N",NA,NA
"507/I&BP/2017","Mumbai Bench","Creditor","Operational Creditor","Vendor",NA,"15952562","Gammon India Ltd.","Multiple","16.03.2017","Not Available","Not Available","Not Available","19.07.2017","Dismissed",NA,"Existing Dispute","N","Y","Creditor","Rejected"
"716/I&BP/2017","Mumbai Bench","Creditor","Financial Creditor",NA,"Corporate lender","34270000+interest 12% p.a.","Ellora Papers Mills Ltd.","11.03.2011",NA,NA,"Not Available","Not Available","19.07.2017","Admitted","Mr. Mohan Ram Goenka",NA,"N","Y","Corporate Debtor","Rejected"
"1081/I&BP/2017","Mumbai Bench","Creditor","Operational Creditor","Vendor",NA,"2226672+24%p.a. interest","Uttara Foods and Feed Pvt. Ltd.","09.08.2014","15.03.2017","Not Available","09.06.2017","13.06.2017","19.07.2017","Admitted","Not Available",NA,"N","N",NA,NA
"1201/I&BP/NCLT/MB/(MAH)/2017","Mumbai Bench","Creditor","Financial Creditor",NA,"Corporate lender","240652849.5","Kumar Motors Pvt. Ltd.","01.05.2013",NA,NA,"Not Available","Not Available","19.07.2017","Dismissed",NA,"Other","N","N",NA,NA
"593/MAH/2017","Mumbai Bench","Not Available","Not Available","Not Available","Not Available","Not Available","Pancard Clubs Ltd.","Not Available","Not Available","Not Available","Not Available","Not Available","20.07.2017","Dismissed",NA,"Not Available","N","N",NA,NA
"1061/I&BP/2017","Mumbai Bench","Creditor","Financial Creditor",NA,"Bank","1406839089","Guruashish Construction Pvt. Ltd.","30.09.2014",NA,NA,"Not Available","Not Available","24.07.2017","Admitted","Mr. C.A. Rajendra K Bhutta",NA,"N","N",NA,NA
"1149/MAH/2017","Mumbai Bench","Not Available","Not Available","Not Available","Not Available","Not Available","Klowin Infrastructures Pvt. Ltd.","Not Available","Not Available","Not Available","Not Available","Not Available","24.07.2017","Dismissed",NA,"Withdrawn","N","N",NA,NA
"356/I&BP/NCLT/MB/MAH/2017","Mumbai Bench","Creditor","Operational Creditor","Not Available",NA,"2156723","Richa India Infra Development Pvt. Ltd.","Not Available","Not Available","Not Available","Not Available","Not Available","24.07.2017","Dismissed",NA,"Withdrawn","N","N",NA,NA
"1119/MAH/2017","Mumbai Bench","Creditor","Not Available","Not Available","Not Available","Not Available","Nirmal Lifestyle Ltd.","Not Available","Not Available","Not Available","Not Available","Not Available","24.07.2017","Dismissed",NA,"Withdrawn","N","N",NA,NA
"1147/(MAH)/2017","Mumbai Bench","Creditor","Operational Creditor","Not Available",NA,"Not Available","Teracom Ltd.","Not Available","Not Available","Not Available","Not Available","Not Available","24.07.2017","Dismissed",NA,"Withdrawn","N","N",NA,NA
"1143/MAH/2017","Mumbai Bench","Creditor","Not Available","Not Available","Not Available","Not Available","Supreme Infrastructure (I) Ltd.","Not Available","Not Available","Not Available","Not Available","Not Available","25.07.2017","Dismissed",NA,"Withdrawn","N","N",NA,NA
"1219/(MAH)/2017","Mumbai Bench","Creditor","Operational Creditor","Not Available",NA,"Not Available","Dolphin Offshore Enterprises (I) Ltd.","Not Available","Not Available","Not Available","Not Available","Not Available","25.07.2017","Dismissed",NA,"Withdrawn","N","N",NA,NA
"230/I&BP/2017","Mumbai Bench","Creditor","Operational Creditor","Not Available",NA,"168540","Reify Artisans and Projects Pvt. Ltd.","Not Available","Not Available","Not Available","Not Available","Not Available","27.07.2017","Dismissed",NA,"Withdrawn","N","N",NA,NA
"1174/I&BP/NCLT/MB/MAH/2017","Mumbai Bench","Creditor","Operational Creditor","Not Available",NA,NA,"Nouveau Global Ventures Ltd.","Not Available","Not Available","Not Available","Not Available","Not Available","27.07.2017","Dismissed",NA,"Withdrawn","N","N",NA,NA
"1215/MAH/2017","Mumbai Bench","Creditor","Not Available","Not Available","Not Available","Not Available","SSV Developers and Builders Pvt. Ltd.","Not Available","Not Available","Not Available","Not Available","Not Available","28.07.2017","Dismissed",NA,"Defective Petition","N","N",NA,NA
"1078/I&BP/2017","Mumbai Bench","Creditor","Operational Creditor","Vendor",NA,"9049504","Ruparel Estates India Pvt. Ltd.","Not Available","Not Available","Not Available","Not Available","Not Available","28.07.2017","Dismissed",NA,"Withdrawn","N","N",NA,NA
"1079/I&BP/2017","Mumbai Bench","Creditor","Operational Creditor","Vendor",NA,"45508413","Sarvesh Builders (I) Pvt. Ltd.","Not Available","Not Available","Not Available","Not Available","Not Available","28.07.2017","Dismissed",NA,"Withdrawn","N","N",NA,NA
"593/I&BP/NCLT/MAH/2017","Mumbai Bench","Creditor","Operational Creditor","Vendor",NA,"62542007.04","Pancards Club Ltd.","Not Available","25.01.2017","30.01.2017","Not Available","Not Available","29.07.2017","Dismissed",NA,"Other","N","N",NA,NA
" 1085/I&BP/NCLT/MAH/2017","Mumbai Bench","Creditor","Operational Creditor","Vendor",NA,"143853(inclusive of interest @18%p.a.)","Pancards Club Ltd.","Not Available","Not Available","Not Available","Not Available","Not Available","29.07.2017","Dismissed",NA,"Other","N","Y","Creditor","Rejected"
"1088/I&BP/2017","Mumbai Bench","Creditor","Operational Creditor","Vendor",NA,"4853864","Nutri First Agro international Pvt. ltd.","Not Available","18.04.2017","21.04.2017","Not Available","Not Available","31.07.2017","Admitted","Not Available",NA,"N","N",NA,NA
"1168/I&BC/NCLT/MB/MAH/2017","Mumbai Bench","Creditor","Operational Creditor","Vendor",NA,"307446","Pittie Polymers Pvt. Ltd.","Not Available","21.02.2017","23.02.2017","Not Available","Not Available","31.07.2017","Dismissed",NA,"Time Barred","N","N",NA,NA
"CP No. 1101/I&BP/2017","Mumbai Bench","Creditor","Operational Creditor","Vendor",NA,"47228431+1070400(arrears of interest on delayed payment)","Jord Engineers India Ltd.","Not Available","26.04.2017","Not Available","Not Available","Not Available","31.07.2017","Admitted","Not Available",NA,"Y","Y","Corporate Debtor","Allowed"
"1169/MAH/2017","Mumbai Bench","Creditor","Not Available","Not Available","Not Available","Not Available","DBM Geotechnics and Constructions Ltd.","Not Available","Not Available","Not Available","Not Available","Not Available","01.08.2017","Dismissed",NA,"Settlement","N","N",NA,NA
"1202/I&BP/NCLT/MB/MAH/2017","Mumbai Bench","Corporate Debtor",NA,NA,NA,"7134332545","KSS Petron Pvt. Ltd.","Not Available",NA,NA,"11.07.2017","Not Available","01.08.2017","Admitted","Mr. Vineet K Chaudhary",NA,"N","N",NA,NA
"1213/MAH/2017","Mumbai Bench","Creditor","Not Available","Not Available","Not Available","Not Available","Mahavir Roads and Infrastructure Pvt. Ltd.","Not Available","Not Available","Not Available","Not Available","Not Available","01.08.2017","Dismissed",NA,"Settlement","N","N",NA,NA
"1187/MAH//2017","Mumbai Bench","Creditor","Not Available","Not Available","Not Available","Not Available","Satelite Gazebo Developers Pvt. Ltd.","Not Available","Not Available","Not Available","Not Available","Not Available","04.08.2017","Dismissed",NA,"Withdrawn","N","N",NA,NA
"1189/MAH//2017","Mumbai Bench","Creditor","Not Available","Not Available","Not Available","Not Available","Satelite Gazebo Developers Pvt. Ltd.","Not Available","Not Available","Not Available","Not Available","Not Available","04.08.2017","Dismissed",NA,"Withdrawn","N","N",NA,NA
"1188/MAH//2017","Mumbai Bench","Creditor","Not Available","Not Available","Not Available","Not Available","Satelite Gazebo Developers Pvt. Ltd.","Not Available","Not Available","Not Available","Not Available","Not Available","04.08.2017","Dismissed",NA,"Withdrawn","N","N",NA,NA
"1191/MAH//2017","Mumbai Bench","Creditor","Not Available","Not Available","Not Available","Not Available","Satelite Gazebo Developers Pvt. Ltd.","Not Available","Not Available","Not Available","Not Available","Not Available","04.08.2017","Dismissed",NA,"Withdrawn","N","N",NA,NA
"1190/MAH//2017","Mumbai Bench","Creditor","Not Available","Not Available","Not Available","Not Available","Satelite Gazebo Developers Pvt. Ltd.","Not Available","Not Available","Not Available","Not Available","Not Available","04.08.2017","Dismissed",NA,"Withdrawn","N","N",NA,NA
"1159/(MAH)/2017","Mumbai Bench","Creditor","Not Available","Not Available","Not Available","Not Available","Cinnic Fashion (I) Pvt. Ltd.","Not Available","Not Available","Not Available","Not Available","Not Available","04.08.2017","Dismissed",NA,"Settlement","N","N",NA,NA
"1140/I&BP/NCLT/MB/MAH/2017","Mumbai Bench","Creditor","Financial Creditor",NA,"NBFC","124333291+10633946","Maharashtra Vidyut Nigam Pvt. Ltd.","01.10.2015",NA,NA,"Not Available","Not Available","04.08.2017","Admitted","Mr. Javadshah Vasa",NA,"N","N",NA,NA
"1051/I&BP/NCLT/MAH/2017","Mumbai Bench","Corporate Debtor",NA,NA,NA,"230300000","Brown Kraft Industries Ltd.","Not Available",NA,NA,"Not Available","Not Available","07.08.2017","Admitted","Mr. Adesh Kumar Mehta",NA,"N","N",NA,NA
"1163/(MAH)/2017","Mumbai Bench","Creditor","Not Available","Not Available","Not Available","Not Available","Starwing Developers Pvt. Ltd.","Not Available","Not Available","Not Available","Not Available","Not Available","07.08.2017","Dismissed",NA,"Withdrawn","N","N",NA,NA
